Transaction ID,Wallet ID,Cryptocurrency,Amount,Transaction Type,Sender Type,Receiver Type,Sender,Receiver,Timestamp
TX210,Wallet81,USDT,96390.79282344638,mixer,legitimate_user,drug_trafficker,Sender89,Receiver65,2022-04-27 20:47:47
TX211,Wallet25,Monero,928.4549577482028,direct,legitimate_user,drug_trafficker,Sender42,Receiver20,2022-07-04 23:14:55
TX212,Wallet25,Bitcoin,9880.591998861984,mixer,drug_trafficker,drug_trafficker,Sender43,Receiver93,2022-06-05 18:55:42
TX213,Wallet66,USDT,41376.8266690456,bridge,drug_trafficker,drug_trafficker,Sender92,Receiver63,2022-02-28 14:42:30
TX214,Wallet5,Bitcoin,88003.26812141418,tumbler,drug_trafficker,drug_trafficker,Sender28,Receiver14,2022-01-11 14:00:00
TX215,Wallet6,USDT,92482.48811901345,mixer,drug_trafficker,drug_trafficker,Sender82,Receiver76,2022-10-10 12:00:39
TX216,Wallet78,Monero,41443.89317458069,bridge,legitimate_user,legitimate_user,Sender85,Receiver77,2022-09-06 02:12:59
TX217,Wallet60,USDT,36632.72243405391,mixer,drug_trafficker,drug_trafficker,Sender99,Receiver6,2022-05-03 23:19:21
TX218,Wallet7,Bitcoin,13159.693720700498,bridge,drug_trafficker,drug_trafficker,Sender91,Receiver92,2022-01-03 22:28:28
TX219,Wallet90,USDT,18066.07034745722,bridge,legitimate_user,legitimate_user,Sender57,Receiver96,2022-06-28 21:01:40
TX220,Wallet40,USDT,159.46704448375158,tumbler,drug_trafficker,legitimate_user,Sender5,Receiver55,2022-01-12 19:35:04
TX221,Wallet93,Monero,54465.98691853984,mixer,drug_trafficker,legitimate_user,Sender3,Receiver18,2022-03-02 00:33:38
TX222,Wallet5,USDT,30186.561062550056,mixer,drug_trafficker,drug_trafficker,Sender3,Receiver47,2022-01-08 23:01:36
TX223,Wallet48,Bitcoin,37554.94175296071,mixer,legitimate_user,drug_trafficker,Sender23,Receiver32,2022-02-04 03:34:52
TX224,Wallet21,USDT,77132.0876387595,bridge,legitimate_user,drug_trafficker,Sender4,Receiver84,2022-08-17 07:42:12
TX225,Wallet28,Bitcoin,14325.331623351205,direct,legitimate_user,legitimate_user,Sender11,Receiver44,2022-07-08 00:51:34
TX226,Wallet65,Monero,39541.078137756966,mixer,drug_trafficker,drug_trafficker,Sender65,Receiver73,2022-04-14 03:38:06
TX227,Wallet59,Monero,23040.03912671441,bridge,drug_trafficker,drug_trafficker,Sender83,Receiver81,2022-10-12 01:42:05
TX228,Wallet90,USDT,35537.987952306976,direct,drug_trafficker,legitimate_user,Sender65,Receiver62,2022-07-18 17:03:32
TX229,Wallet14,USDT,32592.400722910515,bridge,drug_trafficker,drug_trafficker,Sender49,Receiver37,2022-10-04 07:00:00
TX230,Wallet7,USDT,36599.808987137825,bridge,legitimate_user,drug_trafficker,Sender18,Receiver4,2022-09-16 11:03:44
TX231,Wallet50,Monero,18.681391383773725,bridge,legitimate_user,drug_trafficker,Sender63,Receiver83,2022-06-04 21:28:59
TX232,Wallet75,USDT,13006.656335360809,tumbler,drug_trafficker,drug_trafficker,Sender42,Receiver14,2022-04-03 18:20:07
TX233,Wallet47,Monero,25664.758105117704,direct,drug_trafficker,drug_trafficker,Sender86,Receiver38,2022-04-15 08:41:28
TX234,Wallet40,USDT,12043.23301585352,tumbler,legitimate_user,drug_trafficker,Sender92,Receiver96,2022-09-10 21:56:07
TX235,Wallet70,USDT,90858.66954218732,mixer,legitimate_user,legitimate_user,Sender4,Receiver19,2022-04-15 09:17:47
TX236,Wallet74,USDT,11670.58452535543,direct,drug_trafficker,drug_trafficker,Sender35,Receiver34,2022-11-24 05:28:46
TX237,Wallet40,Monero,6763.162586270316,bridge,legitimate_user,drug_trafficker,Sender64,Receiver46,2022-08-15 22:00:37
TX238,Wallet28,USDT,61056.32843875478,tumbler,legitimate_user,drug_trafficker,Sender68,Receiver29,2022-12-28 09:43:03
TX239,Wallet52,Monero,95221.58195385305,direct,legitimate_user,drug_trafficker,Sender45,Receiver3,2022-06-16 12:17:15
TX240,Wallet25,USDT,44038.578086168294,direct,drug_trafficker,drug_trafficker,Sender32,Receiver71,2022-04-02 15:11:39
TX241,Wallet63,Monero,23720.81394610473,mixer,legitimate_user,legitimate_user,Sender7,Receiver72,2022-09-06 06:03:07
TX242,Wallet24,Bitcoin,91605.09166699002,bridge,legitimate_user,drug_trafficker,Sender44,Receiver34,2022-01-15 10:42:16
TX243,Wallet2,Monero,38756.72346668263,bridge,legitimate_user,drug_trafficker,Sender16,Receiver81,2022-09-10 20:54:43
TX244,Wallet50,Monero,69632.3715448137,mixer,legitimate_user,drug_trafficker,Sender76,Receiver12,2022-06-17 16:13:08
TX245,Wallet43,Bitcoin,28351.385394165613,bridge,drug_trafficker,drug_trafficker,Sender40,Receiver38,2022-07-20 15:25:12
TX246,Wallet53,Monero,44732.294252343665,mixer,legitimate_user,legitimate_user,Sender51,Receiver8,2022-09-27 08:48:46
TX247,Wallet64,USDT,90156.28295833284,direct,drug_trafficker,drug_trafficker,Sender21,Receiver39,2022-05-17 02:47:56
TX248,Wallet15,Bitcoin,40516.11185481031,mixer,drug_trafficker,drug_trafficker,Sender53,Receiver76,2022-06-04 20:44:26
TX249,Wallet3,Bitcoin,76370.86367769132,bridge,legitimate_user,drug_trafficker,Sender54,Receiver19,2022-12-02 04:36:17
TX250,Wallet77,Monero,50511.34881063949,mixer,legitimate_user,legitimate_user,Sender37,Receiver42,2022-07-18 18:47:44
TX251,Wallet17,Monero,12111.857755288042,bridge,drug_trafficker,drug_trafficker,Sender90,Receiver39,2022-03-20 12:18:00
TX252,Wallet18,Monero,57149.7489312711,mixer,legitimate_user,drug_trafficker,Sender11,Receiver51,2022-04-03 03:08:26
TX253,Wallet8,Monero,81207.45223799374,bridge,drug_trafficker,legitimate_user,Sender68,Receiver59,2022-04-07 02:37:24
TX254,Wallet36,Monero,25152.2813016339,direct,legitimate_user,drug_trafficker,Sender64,Receiver6,2022-05-09 22:52:43
TX255,Wallet29,USDT,38058.29298619978,bridge,legitimate_user,drug_trafficker,Sender83,Receiver48,2022-12-03 09:29:32
TX256,Wallet53,USDT,35980.98312600705,direct,legitimate_user,legitimate_user,Sender27,Receiver57,2022-09-14 23:18:05
TX257,Wallet35,USDT,60508.93646843113,mixer,drug_trafficker,drug_trafficker,Sender31,Receiver10,2022-07-28 07:12:29
TX258,Wallet93,USDT,54632.89660327062,tumbler,drug_trafficker,legitimate_user,Sender41,Receiver51,2022-10-23 01:08:58
TX259,Wallet74,USDT,39618.79077763985,tumbler,legitimate_user,legitimate_user,Sender75,Receiver91,2022-06-02 13:01:32
TX260,Wallet71,Monero,32305.478229169275,mixer,drug_trafficker,drug_trafficker,Sender18,Receiver13,2022-05-16 20:39:48
TX261,Wallet61,Monero,21518.26577238993,bridge,drug_trafficker,drug_trafficker,Sender93,Receiver88,2022-07-07 22:48:07
TX262,Wallet67,USDT,46276.12831932184,tumbler,drug_trafficker,drug_trafficker,Sender56,Receiver20,2022-09-23 22:44:37
TX263,Wallet62,Monero,29625.734162517383,direct,drug_trafficker,drug_trafficker,Sender62,Receiver66,2022-07-14 14:17:52
TX264,Wallet14,USDT,14994.14746275232,mixer,legitimate_user,legitimate_user,Sender70,Receiver48,2022-03-07 06:58:50
TX265,Wallet38,Monero,25971.658797925826,tumbler,drug_trafficker,drug_trafficker,Sender93,Receiver48,2022-01-06 01:35:58
TX266,Wallet18,USDT,14600.443403605663,mixer,legitimate_user,drug_trafficker,Sender10,Receiver66,2022-12-06 10:04:07
TX267,Wallet52,Monero,25559.068035585165,tumbler,drug_trafficker,drug_trafficker,Sender55,Receiver54,2022-12-09 21:31:03
TX268,Wallet3,USDT,50076.77094026371,direct,drug_trafficker,drug_trafficker,Sender82,Receiver93,2022-09-07 13:56:28
TX269,Wallet60,Monero,4327.077211512854,direct,legitimate_user,drug_trafficker,Sender7,Receiver21,2022-09-07 16:00:03
TX270,Wallet62,Bitcoin,23556.727694825477,mixer,legitimate_user,legitimate_user,Sender65,Receiver34,2022-10-21 14:48:34
TX271,Wallet51,Monero,57720.89619235909,bridge,drug_trafficker,drug_trafficker,Sender43,Receiver99,2022-07-22 20:26:35
TX272,Wallet8,Bitcoin,27794.28510176805,tumbler,drug_trafficker,legitimate_user,Sender50,Receiver75,2022-08-26 16:32:13
TX273,Wallet24,Bitcoin,42972.55566453058,mixer,drug_trafficker,legitimate_user,Sender72,Receiver30,2022-06-17 14:19:37
TX274,Wallet80,Monero,99340.52214822249,direct,drug_trafficker,legitimate_user,Sender10,Receiver74,2022-07-11 20:41:19
TX275,Wallet80,USDT,55288.58051932539,bridge,legitimate_user,legitimate_user,Sender50,Receiver11,2022-02-08 02:39:48
TX276,Wallet2,Bitcoin,48521.17245318379,mixer,drug_trafficker,legitimate_user,Sender43,Receiver20,2022-06-16 01:58:18
TX277,Wallet12,USDT,29317.652286477118,bridge,legitimate_user,drug_trafficker,Sender69,Receiver27,2022-05-12 22:21:14
TX278,Wallet79,Bitcoin,56530.444928004516,direct,legitimate_user,legitimate_user,Sender70,Receiver31,2022-07-10 15:50:58
TX279,Wallet8,Monero,74334.02513146421,mixer,legitimate_user,drug_trafficker,Sender66,Receiver86,2022-09-26 13:49:52
TX280,Wallet51,Bitcoin,79340.16076730745,bridge,drug_trafficker,legitimate_user,Sender15,Receiver20,2022-09-08 23:13:40
TX281,Wallet89,Monero,71696.14471411987,direct,drug_trafficker,drug_trafficker,Sender72,Receiver86,2022-09-06 11:59:36
TX282,Wallet17,USDT,50941.384544209584,direct,drug_trafficker,drug_trafficker,Sender2,Receiver4,2022-12-04 14:59:12
TX283,Wallet55,Monero,86826.2341981943,bridge,drug_trafficker,drug_trafficker,Sender99,Receiver14,2022-09-22 17:23:35
TX284,Wallet58,Monero,35396.68881694725,tumbler,legitimate_user,drug_trafficker,Sender49,Receiver26,2022-05-15 06:00:59
TX285,Wallet51,Bitcoin,88142.04757542952,direct,legitimate_user,legitimate_user,Sender32,Receiver44,2022-10-16 22:52:54
TX286,Wallet32,Monero,4288.457769536803,bridge,drug_trafficker,drug_trafficker,Sender65,Receiver18,2022-07-05 11:32:16
TX287,Wallet75,Monero,31256.281720090272,direct,legitimate_user,legitimate_user,Sender1,Receiver10,2022-12-13 20:17:36
TX288,Wallet70,USDT,45089.52540843787,direct,drug_trafficker,legitimate_user,Sender76,Receiver40,2022-12-14 11:42:32
TX289,Wallet48,Monero,79302.86878922449,direct,drug_trafficker,drug_trafficker,Sender47,Receiver80,2022-11-10 08:44:48
TX290,Wallet93,Bitcoin,91800.44102387065,tumbler,drug_trafficker,drug_trafficker,Sender25,Receiver45,2022-04-14 07:19:35
TX291,Wallet63,USDT,75304.24147647938,mixer,legitimate_user,drug_trafficker,Sender47,Receiver62,2022-12-09 21:55:21
TX292,Wallet48,Bitcoin,73840.24671751728,mixer,drug_trafficker,legitimate_user,Sender44,Receiver71,2022-01-28 05:22:41
TX293,Wallet12,Bitcoin,93909.5715639968,tumbler,legitimate_user,legitimate_user,Sender92,Receiver2,2022-02-09 11:39:57
TX294,Wallet95,Monero,99717.96089404561,direct,legitimate_user,legitimate_user,Sender94,Receiver5,2022-09-17 10:20:16
TX295,Wallet67,Bitcoin,12116.15447736786,direct,legitimate_user,drug_trafficker,Sender64,Receiver16,2022-02-25 08:27:03
TX296,Wallet45,Monero,57299.57997125235,direct,legitimate_user,drug_trafficker,Sender96,Receiver88,2022-06-14 08:07:41
TX297,Wallet51,Monero,17950.02509486134,tumbler,legitimate_user,legitimate_user,Sender82,Receiver31,2022-03-21 03:33:43
TX298,Wallet99,Bitcoin,9113.649701566625,direct,drug_trafficker,legitimate_user,Sender55,Receiver86,2022-02-10 06:12:15
TX299,Wallet54,Monero,37200.526512890734,tumbler,drug_trafficker,drug_trafficker,Sender9,Receiver69,2022-07-22 13:28:22
TX300,Wallet55,Monero,10273.438969189314,direct,drug_trafficker,drug_trafficker,Sender8,Receiver27,2022-03-26 17:10:43
TX301,Wallet66,Monero,13772.493200549105,tumbler,drug_trafficker,legitimate_user,Sender69,Receiver67,2022-08-09 08:16:07
TX302,Wallet88,Bitcoin,30569.544882714086,tumbler,drug_trafficker,drug_trafficker,Sender79,Receiver52,2022-08-25 20:18:35
TX303,Wallet89,Bitcoin,18630.359803600437,mixer,drug_trafficker,drug_trafficker,Sender23,Receiver99,2022-03-19 14:07:11
TX304,Wallet58,Monero,98699.24923676101,mixer,drug_trafficker,drug_trafficker,Sender82,Receiver43,2022-05-07 03:40:59
TX305,Wallet40,USDT,81827.27929624837,bridge,drug_trafficker,legitimate_user,Sender66,Receiver44,2022-06-15 11:25:23
TX306,Wallet69,Bitcoin,37934.209108318435,tumbler,drug_trafficker,drug_trafficker,Sender89,Receiver90,2022-06-23 17:16:31
TX307,Wallet98,Monero,30176.86219890828,direct,drug_trafficker,drug_trafficker,Sender76,Receiver69,2022-06-06 07:55:25
TX308,Wallet6,USDT,17081.957616275904,bridge,drug_trafficker,drug_trafficker,Sender13,Receiver17,2022-10-06 13:11:22
TX309,Wallet1,Bitcoin,44767.83461921533,bridge,drug_trafficker,drug_trafficker,Sender93,Receiver25,2022-10-21 14:32:46
TX310,Wallet48,Bitcoin,28282.542452497237,direct,drug_trafficker,drug_trafficker,Sender60,Receiver82,2022-12-20 03:50:01
TX311,Wallet8,Monero,80104.20477215639,bridge,drug_trafficker,legitimate_user,Sender78,Receiver2,2022-04-08 04:38:27
TX312,Wallet48,USDT,12795.29830366408,mixer,legitimate_user,legitimate_user,Sender26,Receiver65,2022-06-17 10:36:07
TX313,Wallet41,Monero,80184.7445626906,tumbler,legitimate_user,drug_trafficker,Sender99,Receiver87,2022-11-18 01:27:07
TX314,Wallet38,Bitcoin,43263.85164350238,bridge,legitimate_user,legitimate_user,Sender9,Receiver19,2022-05-26 07:29:02
TX315,Wallet82,Bitcoin,58101.743941379216,bridge,drug_trafficker,legitimate_user,Sender89,Receiver64,2022-02-20 01:42:18
TX316,Wallet70,Monero,781.0314624721685,bridge,drug_trafficker,legitimate_user,Sender89,Receiver95,2022-02-01 13:47:56
TX317,Wallet37,Bitcoin,4238.79798997517,direct,drug_trafficker,legitimate_user,Sender62,Receiver79,2022-07-16 19:12:39
TX318,Wallet31,Bitcoin,45859.733280977736,tumbler,drug_trafficker,drug_trafficker,Sender76,Receiver22,2022-07-02 20:13:15
TX319,Wallet86,USDT,68997.41077427499,direct,legitimate_user,drug_trafficker,Sender56,Receiver57,2022-02-21 05:53:46
TX320,Wallet68,USDT,91450.06659547023,mixer,drug_trafficker,drug_trafficker,Sender90,Receiver42,2022-08-23 05:02:57
TX321,Wallet59,Bitcoin,84967.28416414719,bridge,legitimate_user,legitimate_user,Sender26,Receiver75,2022-08-09 17:25:07
TX322,Wallet40,USDT,60793.68421040334,tumbler,drug_trafficker,drug_trafficker,Sender11,Receiver77,2022-03-01 21:05:19
TX323,Wallet88,Monero,70617.24576914188,direct,drug_trafficker,drug_trafficker,Sender45,Receiver80,2022-06-23 13:52:20
TX324,Wallet24,Bitcoin,80376.29496862223,direct,legitimate_user,legitimate_user,Sender70,Receiver26,2022-02-21 00:33:19
TX325,Wallet17,Monero,54501.611197567036,mixer,drug_trafficker,legitimate_user,Sender43,Receiver81,2022-02-09 17:58:49
TX326,Wallet39,Bitcoin,31515.15719303277,direct,legitimate_user,drug_trafficker,Sender70,Receiver10,2022-06-07 11:25:16
TX327,Wallet24,Monero,29782.39580708247,tumbler,drug_trafficker,drug_trafficker,Sender27,Receiver43,2022-12-08 00:30:22
TX328,Wallet48,Bitcoin,60116.06234339757,mixer,legitimate_user,drug_trafficker,Sender3,Receiver68,2022-02-11 04:00:24
TX329,Wallet56,Bitcoin,27626.91803851788,mixer,legitimate_user,drug_trafficker,Sender94,Receiver17,2022-03-14 01:54:03
TX330,Wallet72,USDT,39217.99434010271,direct,drug_trafficker,drug_trafficker,Sender61,Receiver11,2022-04-03 00:06:13
TX331,Wallet92,USDT,10703.210661425233,tumbler,drug_trafficker,drug_trafficker,Sender55,Receiver25,2022-06-14 02:56:41
TX332,Wallet1,USDT,44392.21661823313,mixer,drug_trafficker,drug_trafficker,Sender49,Receiver74,2022-02-05 16:16:57
TX333,Wallet55,Monero,86163.77370303875,mixer,legitimate_user,drug_trafficker,Sender23,Receiver28,2022-10-18 04:04:31
TX334,Wallet95,Monero,92334.10921876246,direct,drug_trafficker,legitimate_user,Sender36,Receiver52,2022-07-28 10:48:08
TX335,Wallet80,Monero,43696.52417037324,direct,drug_trafficker,drug_trafficker,Sender38,Receiver83,2022-04-03 15:57:40
TX336,Wallet39,Bitcoin,57043.673316825814,tumbler,legitimate_user,legitimate_user,Sender82,Receiver19,2022-12-01 21:38:44
TX337,Wallet45,Monero,18083.94818318791,bridge,drug_trafficker,drug_trafficker,Sender40,Receiver1,2022-06-05 07:45:11
TX338,Wallet39,Bitcoin,79151.6515356743,mixer,drug_trafficker,drug_trafficker,Sender81,Receiver97,2022-09-05 00:49:48
TX339,Wallet51,Bitcoin,74735.74839408345,mixer,drug_trafficker,drug_trafficker,Sender60,Receiver71,2022-11-11 13:25:20
TX340,Wallet35,Bitcoin,17086.12504962938,direct,drug_trafficker,drug_trafficker,Sender44,Receiver78,2022-05-02 12:16:57
TX341,Wallet9,USDT,34608.13936038781,direct,legitimate_user,drug_trafficker,Sender28,Receiver81,2022-08-03 07:37:45
TX342,Wallet8,USDT,96488.20828514945,bridge,drug_trafficker,drug_trafficker,Sender35,Receiver93,2022-03-22 23:17:05
TX343,Wallet90,USDT,89386.76626806922,tumbler,legitimate_user,drug_trafficker,Sender24,Receiver86,2022-07-11 14:44:57
TX344,Wallet40,USDT,46242.64440565066,tumbler,drug_trafficker,drug_trafficker,Sender84,Receiver47,2022-05-17 01:19:14
TX345,Wallet64,Bitcoin,32821.73767760219,direct,drug_trafficker,drug_trafficker,Sender46,Receiver78,2022-10-13 20:14:48
TX346,Wallet7,Bitcoin,66364.23415085477,bridge,drug_trafficker,drug_trafficker,Sender29,Receiver30,2022-09-12 02:56:15
TX347,Wallet93,Monero,88487.83586152509,mixer,legitimate_user,drug_trafficker,Sender6,Receiver15,2022-09-03 11:16:31
TX348,Wallet59,Bitcoin,12708.622778128292,tumbler,drug_trafficker,drug_trafficker,Sender58,Receiver17,2022-05-05 03:05:30
TX349,Wallet43,Bitcoin,42025.939757244145,bridge,legitimate_user,legitimate_user,Sender93,Receiver92,2022-08-28 13:55:33
TX350,Wallet92,Monero,40234.08175953761,bridge,drug_trafficker,legitimate_user,Sender83,Receiver41,2022-08-02 10:27:15
TX351,Wallet78,Monero,77724.22681055417,direct,drug_trafficker,drug_trafficker,Sender53,Receiver7,2022-07-02 14:26:51
TX352,Wallet96,USDT,55441.689042361875,tumbler,legitimate_user,legitimate_user,Sender39,Receiver46,2022-08-13 09:29:29
TX353,Wallet25,USDT,25333.39009594651,direct,legitimate_user,drug_trafficker,Sender61,Receiver25,2022-06-09 08:52:53
TX354,Wallet34,Monero,10871.864054332547,bridge,drug_trafficker,legitimate_user,Sender47,Receiver30,2022-08-17 22:35:34
TX355,Wallet2,USDT,64841.37374004581,bridge,legitimate_user,legitimate_user,Sender17,Receiver68,2022-10-23 15:20:24
TX356,Wallet59,Bitcoin,92023.3545254386,direct,drug_trafficker,drug_trafficker,Sender3,Receiver23,2022-04-26 18:34:31
TX357,Wallet28,Bitcoin,34791.940484992956,direct,legitimate_user,drug_trafficker,Sender97,Receiver12,2022-01-25 08:09:02
TX358,Wallet11,Bitcoin,44033.00115510136,bridge,drug_trafficker,legitimate_user,Sender9,Receiver38,2022-09-03 12:54:38
TX359,Wallet59,Monero,45125.20163246458,bridge,legitimate_user,drug_trafficker,Sender75,Receiver50,2022-03-05 15:49:30
TX360,Wallet17,Bitcoin,77837.39761284865,tumbler,drug_trafficker,legitimate_user,Sender71,Receiver25,2022-03-12 14:40:17
TX361,Wallet10,Monero,97001.37886361628,direct,drug_trafficker,drug_trafficker,Sender53,Receiver40,2022-04-21 07:31:32
TX362,Wallet56,Bitcoin,25735.29069196982,mixer,drug_trafficker,drug_trafficker,Sender99,Receiver44,2022-09-09 13:32:00
TX363,Wallet76,Bitcoin,11267.442037285593,mixer,drug_trafficker,drug_trafficker,Sender61,Receiver19,2022-02-26 08:25:04
TX364,Wallet83,Bitcoin,65093.65366503717,mixer,legitimate_user,legitimate_user,Sender78,Receiver31,2022-12-09 08:31:26
TX365,Wallet20,Bitcoin,26357.77160924546,bridge,legitimate_user,legitimate_user,Sender80,Receiver45,2022-06-05 03:50:17
TX366,Wallet55,Monero,71424.00034278841,direct,drug_trafficker,legitimate_user,Sender42,Receiver84,2022-12-04 10:23:25
TX367,Wallet45,Bitcoin,9630.189248059523,bridge,drug_trafficker,legitimate_user,Sender16,Receiver5,2022-12-27 11:26:12
TX368,Wallet70,USDT,27930.99407016159,mixer,legitimate_user,legitimate_user,Sender89,Receiver62,2022-11-06 18:44:46
TX369,Wallet24,USDT,30527.822989323322,mixer,legitimate_user,legitimate_user,Sender64,Receiver97,2022-05-26 15:27:42
TX370,Wallet92,Monero,38462.98775425578,direct,drug_trafficker,legitimate_user,Sender74,Receiver70,2022-09-18 13:25:03
TX371,Wallet79,Bitcoin,80125.3286171865,mixer,legitimate_user,legitimate_user,Sender55,Receiver1,2022-08-08 17:32:58
TX372,Wallet80,Monero,45029.052118942964,mixer,legitimate_user,drug_trafficker,Sender63,Receiver20,2022-06-18 00:43:01
TX373,Wallet61,Monero,46088.31826033992,tumbler,drug_trafficker,legitimate_user,Sender7,Receiver44,2022-02-01 11:23:59
TX374,Wallet9,USDT,55904.81169954042,mixer,drug_trafficker,drug_trafficker,Sender47,Receiver44,2022-02-21 13:45:33
TX375,Wallet88,USDT,92735.3585866213,mixer,drug_trafficker,drug_trafficker,Sender72,Receiver68,2022-01-09 03:11:23
TX376,Wallet71,Monero,25875.07490034817,mixer,legitimate_user,drug_trafficker,Sender23,Receiver31,2022-07-12 20:34:55
TX377,Wallet65,Monero,85142.26914499718,tumbler,legitimate_user,drug_trafficker,Sender53,Receiver87,2022-12-04 17:30:39
TX378,Wallet25,USDT,82651.86498422473,mixer,drug_trafficker,legitimate_user,Sender26,Receiver74,2022-06-13 17:23:35
TX379,Wallet36,Monero,94755.64717675482,direct,drug_trafficker,drug_trafficker,Sender1,Receiver62,2022-10-07 07:09:58
TX380,Wallet30,Monero,99217.75074801313,direct,legitimate_user,drug_trafficker,Sender73,Receiver19,2022-07-23 21:46:39
TX381,Wallet61,Monero,42889.81496667089,tumbler,drug_trafficker,drug_trafficker,Sender60,Receiver14,2022-02-27 13:57:10
TX382,Wallet86,USDT,48845.552525817046,tumbler,drug_trafficker,drug_trafficker,Sender83,Receiver92,2022-11-24 07:13:20
TX383,Wallet70,USDT,10025.829450156965,mixer,drug_trafficker,legitimate_user,Sender31,Receiver46,2022-03-22 18:16:35
TX384,Wallet73,Bitcoin,16891.296170426573,bridge,legitimate_user,legitimate_user,Sender50,Receiver64,2022-12-16 00:45:54
TX385,Wallet39,Bitcoin,44356.528106743564,bridge,legitimate_user,drug_trafficker,Sender27,Receiver47,2022-03-25 14:28:50
TX386,Wallet3,Monero,9677.050782925593,tumbler,legitimate_user,legitimate_user,Sender82,Receiver90,2022-10-23 15:50:18
TX387,Wallet55,Bitcoin,30784.80012959013,mixer,legitimate_user,legitimate_user,Sender61,Receiver48,2022-06-19 09:08:53
TX388,Wallet1,Bitcoin,19115.15577750276,direct,legitimate_user,legitimate_user,Sender16,Receiver24,2022-07-13 17:23:09
TX389,Wallet97,USDT,8264.588231497763,bridge,legitimate_user,legitimate_user,Sender39,Receiver66,2022-02-06 01:33:03
TX390,Wallet51,USDT,95859.44506658666,mixer,legitimate_user,legitimate_user,Sender98,Receiver31,2022-10-10 11:25:48
TX391,Wallet74,Bitcoin,60102.68857114943,tumbler,drug_trafficker,legitimate_user,Sender36,Receiver57,2022-10-13 02:32:28
TX392,Wallet75,USDT,96396.7605611684,tumbler,legitimate_user,legitimate_user,Sender64,Receiver30,2022-02-04 10:16:20
TX393,Wallet96,USDT,96464.08821008245,direct,drug_trafficker,legitimate_user,Sender90,Receiver38,2022-11-01 03:21:40
TX394,Wallet6,USDT,44923.43398873589,bridge,drug_trafficker,drug_trafficker,Sender56,Receiver45,2022-08-17 15:51:59
TX395,Wallet97,Monero,80452.46063609047,tumbler,legitimate_user,drug_trafficker,Sender70,Receiver82,2022-07-11 12:41:17
TX396,Wallet99,Monero,47902.155755081665,direct,drug_trafficker,drug_trafficker,Sender64,Receiver65,2022-04-04 22:30:39
TX397,Wallet88,USDT,26999.928136742787,direct,legitimate_user,drug_trafficker,Sender86,Receiver13,2022-01-03 12:53:57
TX398,Wallet36,Bitcoin,97580.3689740222,bridge,legitimate_user,drug_trafficker,Sender36,Receiver11,2022-04-13 09:48:38
TX399,Wallet70,Monero,42823.226042207185,mixer,legitimate_user,drug_trafficker,Sender25,Receiver94,2022-01-05 08:18:45
TX400,Wallet73,Bitcoin,8966.301714503037,bridge,legitimate_user,drug_trafficker,Sender49,Receiver86,2022-08-02 02:48:26
TX401,Wallet16,USDT,34563.68771196213,mixer,drug_trafficker,legitimate_user,Sender35,Receiver30,2022-11-21 14:33:11
TX402,Wallet12,Monero,39297.48705303497,tumbler,drug_trafficker,drug_trafficker,Sender92,Receiver82,2022-07-26 06:11:48
TX403,Wallet8,USDT,41775.533583172786,direct,legitimate_user,drug_trafficker,Sender67,Receiver11,2022-10-11 08:29:10
TX404,Wallet82,Bitcoin,81396.15872626775,tumbler,drug_trafficker,drug_trafficker,Sender28,Receiver26,2022-07-09 01:58:47
TX405,Wallet93,Bitcoin,67971.57229840007,direct,legitimate_user,legitimate_user,Sender49,Receiver15,2022-09-02 14:31:22
TX406,Wallet77,Bitcoin,13535.120080253626,direct,drug_trafficker,legitimate_user,Sender61,Receiver29,2022-09-26 19:51:32
TX407,Wallet69,Monero,6758.286684224132,mixer,drug_trafficker,legitimate_user,Sender83,Receiver52,2022-05-16 09:07:34
TX408,Wallet13,Bitcoin,57367.355412220735,bridge,legitimate_user,drug_trafficker,Sender40,Receiver46,2022-02-04 02:39:02
TX409,Wallet40,Monero,51203.46404785153,direct,drug_trafficker,drug_trafficker,Sender44,Receiver48,2022-10-07 05:01:22
TX410,Wallet6,Bitcoin,27204.041208737443,mixer,drug_trafficker,drug_trafficker,Sender9,Receiver20,2022-08-28 11:46:21
TX411,Wallet58,Monero,84236.9341521249,bridge,drug_trafficker,legitimate_user,Sender23,Receiver83,2022-07-02 04:39:19
TX412,Wallet94,Monero,16030.53009949112,direct,legitimate_user,drug_trafficker,Sender14,Receiver39,2022-01-18 19:04:45
TX413,Wallet33,USDT,20812.28330855178,direct,legitimate_user,legitimate_user,Sender99,Receiver18,2022-04-09 01:15:41
TX414,Wallet53,Monero,7481.441716679933,direct,legitimate_user,drug_trafficker,Sender13,Receiver26,2022-06-27 08:41:00
TX415,Wallet53,Bitcoin,79675.37801287477,tumbler,drug_trafficker,drug_trafficker,Sender8,Receiver4,2022-09-11 17:49:24
TX416,Wallet74,Bitcoin,64265.206440683614,direct,legitimate_user,legitimate_user,Sender2,Receiver39,2022-05-14 12:25:05
TX417,Wallet59,Monero,89228.97384979331,mixer,drug_trafficker,drug_trafficker,Sender18,Receiver38,2022-10-19 17:09:12
TX418,Wallet4,USDT,75773.61967259452,tumbler,legitimate_user,legitimate_user,Sender72,Receiver62,2022-06-18 18:18:17
TX419,Wallet50,USDT,58365.650285646305,direct,legitimate_user,drug_trafficker,Sender72,Receiver98,2022-02-16 07:48:17
TX420,Wallet59,Monero,39843.17733460185,direct,drug_trafficker,legitimate_user,Sender26,Receiver71,2022-11-20 13:15:20
